"id","eventid","source","displaypath","priority","eventtype","eventflags","eventtime"
5970770,b97b1cda-b6db-4c49-b4e9-480520391c36,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A120/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A120.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970771,"9ecf54fc-8b82-4211-a7fb-fcb109d493c6",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A120/Out_Fault:/alm:Out_Fault,SHP1A120.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970772,"0002152f-8653-4dc8-9a20-9d376cc634a9",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A170/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A170.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970773,b191b541-fbb6-44ba-8b49-9f8c2865429c,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A170/Out_Fault:/alm:Out_Fault,SHP1A170.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970774,"38edb8e3-6586-4d09-8247-3b36f1420718",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A180/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A180.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970775,ecc41b38-3c88-4ea3-ae51-73a3fb3dd927,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A180/Out_Fault:/alm:Out_Fault,SHP1A180.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970776,f60d4d71-b25b-4de6-b16d-d742de76e3cc,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A070/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A070.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970777,"611360d5-c2cd-43ef-bfd8-b9ff4f454d28",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A070/Out_Fault:/alm:Out_Fault,SHP1A070.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970778,"9e831024-cc67-46fd-8624-e597e4b228af",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A130/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A130.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970779,e9f880b9-256f-4c44-bef5-6d73d75ac5c2,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A130/Out_Fault:/alm:Out_Fault,SHP1A130.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970780,e174a7a7-3ab0-4bac-9464-57c8b3506b64,prov:default:/tag:L2/TruckDock/Conveyors/IND1A060/IB_VFDFaulted:/alm:Out_VFDFault,IND1A060.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970781,fea999a3-0750-4f5d-9298-c2b569585b73,prov:default:/tag:L2/TruckDock/Conveyors/IND1A060/Out_Fault:/alm:Out_Fault,IND1A060.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970782,d3dee95f-411b-4bc0-8224-81d0a39140dc,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A080/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A080.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970783,"6f1d58c8-7f24-4213-ac54-059cbbe23804",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A080/Out_Fault:/alm:Out_Fault,SHP1A080.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970784,f914e640-3513-44cc-9e1d-aaca3259aea5,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A010/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A010.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970785,"8e0df783-ff5d-47ac-8859-490b34c3f5d2",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A010/Out_Fault:/alm:Out_Fault,SHP1A010.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970786,"5d316754-53a4-4ad0-9a03-fefccf41129d",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A190/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A190.IB_VFDFaulted,3,1,16,2024-05-22 16:47:02.377
5970787,"162b027f-01f5-4257-9f46-aa4f10195917",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A190/Out_Fault:/alm:Out_Fault,SHP1A190.Out_Fault,4,1,16,2024-05-22 16:47:02.377
5970767,a2d4203b-7833-434a-bea3-150d72296cff,prov:default:/tag:L2/Monorail/Trolley_17/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 17 Error ,3,1,16,2024-05-22 16:46:52.860
5970765,"79faf623-5da4-4045-92f0-71d496559897",prov:default:/tag:L2/Monorail/Trolley_17/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 17 Error ,3,2,20,2024-05-22 16:46:50.857
5970766,a2d4203b-7833-434a-bea3-150d72296cff,prov:default:/tag:L2/Monorail/Trolley_17/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 17 Error ,3,0,0,2024-05-22 16:46:50.857
5970764,d60ef140-d459-41b1-8f58-5162b206819e,prov:default:/tag:L2/Monorail/Trolley_4/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 4 Error ,3,1,16,2024-05-22 16:46:36.333
5970762,e73b0bbb-b9e7-40f8-a801-51b7f97d3e52,prov:default:/tag:L2/Monorail/Trolley_4/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 4 Error ,3,2,20,2024-05-22 16:46:34.327
5970763,d60ef140-d459-41b1-8f58-5162b206819e,prov:default:/tag:L2/Monorail/Trolley_4/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 4 Error ,3,0,0,2024-05-22 16:46:34.327
5970761,"3b9a4595-833c-4cc8-817a-550b5d53f141",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,1,16,2024-05-22 16:46:27.313
5970738,"9176a0eb-f5dc-4906-8bfb-260b51b29819",prov:default:/tag:L2/TruckDock/Conveyors/IND3A103/Out_Fault:/alm:Out_Fault,IND3A103.Out_Fault,4,2,20,2024-05-22 16:46:25.820
5970739,"88922170-1ecf-4e63-85f1-407cb464377c",prov:default:/tag:L2/TruckDock/Conveyors/IND3A103/Out_Fault:/alm:Out_Fault,IND3A103.Out_Fault,4,0,0,2024-05-22 16:46:25.820
5970740,"4f1bee64-8b36-4eeb-937e-2801ed8d5bf9",prov:default:/tag:L2/TruckDock/Conveyors/IND3A150/IB_VFDFaulted:/alm:Out_VFDFault,IND3A150.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.820
5970741,"0ab4a078-b955-450a-ad7e-17fd1fef4d14",prov:default:/tag:L2/TruckDock/Conveyors/IND3A150/IB_VFDFaulted:/alm:Out_VFDFault,IND3A150.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.820
5970742,a1916517-af0b-48fc-b044-318ceb5f7046,prov:default:/tag:L2/TruckDock/Conveyors/IND3A150/Out_Fault:/alm:Out_Fault,IND3A150.Out_Fault,4,2,20,2024-05-22 16:46:25.820
5970743,caca9a90-7b7e-4934-8dec-59b2cff8c4cf,prov:default:/tag:L2/TruckDock/Conveyors/IND3A150/Out_Fault:/alm:Out_Fault,IND3A150.Out_Fault,4,0,0,2024-05-22 16:46:25.820
5970744,bc454be0-0d16-496b-b8b6-fe06b973a7a7,prov:default:/tag:L2/TruckDock/Conveyors/IND3A100/IB_VFDFaulted:/alm:Out_VFDFault,IND3A100.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.820
5970745,"6a2b415a-c9c5-4217-832b-d50291ea4a26",prov:default:/tag:L2/TruckDock/Conveyors/IND3A100/IB_VFDFaulted:/alm:Out_VFDFault,IND3A100.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.820
5970746,"7d652260-b846-45e0-876d-efededb5aaf7",prov:default:/tag:L2/TruckDock/Conveyors/IND3A100/Out_Fault:/alm:Out_Fault,IND3A100.Out_Fault,4,2,20,2024-05-22 16:46:25.820
5970747,"4f4fcd20-9b7e-43fb-8ea0-d174ade244ff",prov:default:/tag:L2/TruckDock/Conveyors/IND3A100/Out_Fault:/alm:Out_Fault,IND3A100.Out_Fault,4,0,0,2024-05-22 16:46:25.820
5970748,"23cce2a0-3417-409c-8f10-7e104be995b3",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A150/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A150.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.820
5970749,"0bda563f-36eb-428b-b6e0-b5a483e39cfb",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A150/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A150.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.820
5970750,"6d290f00-da7b-4d86-809f-66df2027c163",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A150/Out_Fault:/alm:Out_Fault,SHP1A150.Out_Fault,4,2,20,2024-05-22 16:46:25.820
5970751,"95c5c4af-4e91-4e4b-94d2-4ba377c541a4",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A150/Out_Fault:/alm:Out_Fault,SHP1A150.Out_Fault,4,0,0,2024-05-22 16:46:25.820
5970752,"69abd706-3805-4776-9d34-bed36f04e1ff",prov:default:/tag:L2/TruckDock/Estops/EPC/SHP3A080_ESPC2/O1:/alm:O1,SHP3A080_ESPC2.O1,4,1,16,2024-05-22 16:46:25.820
5970753,"9a338a41-0e07-43df-b26b-d2df4b4cbaf3",prov:default:/tag:L2/TruckDock/Conveyors/IND2A030/IB_VFDFaulted:/alm:Out_VFDFault,IND2A030.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.820
5970754,e889e6fe-1475-4fe1-afec-1349afb04f19,prov:default:/tag:L2/TruckDock/Conveyors/IND2A030/IB_VFDFaulted:/alm:Out_VFDFault,IND2A030.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.820
5970755,"601f44f5-527b-483d-90ba-0fd0fddd14e7",prov:default:/tag:L2/TruckDock/Conveyors/IND2A030/Out_Fault:/alm:Out_Fault,IND2A030.Out_Fault,4,2,20,2024-05-22 16:46:25.820
5970756,"5cbd7576-e4be-4ba8-94b9-d37f7885ec68",prov:default:/tag:L2/TruckDock/Conveyors/IND2A030/Out_Fault:/alm:Out_Fault,IND2A030.Out_Fault,4,0,0,2024-05-22 16:46:25.820
5970757,dd0728b8-1e0f-43ac-88fd-3c63e55e2392,prov:default:/tag:L2/TruckDock/Conveyors/IND2A040/IB_VFDFaulted:/alm:Out_VFDFault,IND2A040.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.820
5970758,a3a9f02a-0d76-4dff-bf5d-3e64711c52a7,prov:default:/tag:L2/TruckDock/Conveyors/IND2A040/IB_VFDFaulted:/alm:Out_VFDFault,IND2A040.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.820
5970759,c40b6221-cf63-4d31-8859-cadbac1b7002,prov:default:/tag:L2/TruckDock/Conveyors/IND2A040/Out_Fault:/alm:Out_Fault,IND2A040.Out_Fault,4,2,20,2024-05-22 16:46:25.820
5970760,"639c9a08-9ee3-4c36-bdf5-ccdcbf2a9d34",prov:default:/tag:L2/TruckDock/Conveyors/IND2A040/Out_Fault:/alm:Out_Fault,IND2A040.Out_Fault,4,0,0,2024-05-22 16:46:25.820
5970660,"3a800160-9ef6-4086-a8e0-2003596e4416",prov:default:/tag:L2/TruckDock/Conveyors/IND3A210/IB_VFDFaulted:/alm:Out_VFDFault,IND3A210.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970661,"2f0f01f9-42e2-4e26-882d-85455eed85ab",prov:default:/tag:L2/TruckDock/Conveyors/IND3A210/IB_VFDFaulted:/alm:Out_VFDFault,IND3A210.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970662,"0a858192-c626-4e92-85cb-e5b0af6a789a",prov:default:/tag:L2/TruckDock/Conveyors/IND3A210/Out_Fault:/alm:Out_Fault,IND3A210.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970663,"22aa143e-4738-4b6a-aae6-0cf85af699e8",prov:default:/tag:L2/TruckDock/Conveyors/IND3A210/Out_Fault:/alm:Out_Fault,IND3A210.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970664,bfdba33e-29d8-43ff-9b2c-25e57c2af4a0,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A030/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A030.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970665,"08cdd725-298f-4cb7-be5b-205ab4ee525e",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A030/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A030.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970666,"9e1c5ab0-2543-4103-939b-5b938e7c468d",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A030/Out_Fault:/alm:Out_Fault,SHP3A030.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970667,ca907941-b61d-4995-a840-c7809b147317,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A030/Out_Fault:/alm:Out_Fault,SHP3A030.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970668,be140a06-0132-489a-8eb1-1b662c96e37f,prov:default:/tag:L2/TruckDock/Conveyors/IND3A220/IB_VFDFaulted:/alm:Out_VFDFault,IND3A220.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970669,ec5945f7-9cde-4548-9e80-b2954ce16bc2,prov:default:/tag:L2/TruckDock/Conveyors/IND3A220/IB_VFDFaulted:/alm:Out_VFDFault,IND3A220.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970670,"0afc71d7-26a7-4bcf-a95d-4761b1e30001",prov:default:/tag:L2/TruckDock/Conveyors/IND3A220/Out_Fault:/alm:Out_Fault,IND3A220.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970671,"178d6127-c30d-4e82-8a32-dd742d57bfd6",prov:default:/tag:L2/TruckDock/Conveyors/IND3A220/Out_Fault:/alm:Out_Fault,IND3A220.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970672,dc3eafcc-de1b-4ce6-bd80-bf60f22b244b,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A124/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A124.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970673,a3223bf8-9f8e-4ab1-a15d-845d71383a0c,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A124/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A124.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970674,"17159ac1-4638-4066-9c18-d11a2747161c",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A124/Out_Fault:/alm:Out_Fault,SHP3A124.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970675,"4fc0acb0-b78b-4a3b-930e-7714c09e2ed4",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A124/Out_Fault:/alm:Out_Fault,SHP3A124.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970676,faafcc39-e77f-437f-a891-1a5528f5071a,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A140/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A140.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970677,dd56c58c-5c22-4a4a-bf18-3043a2127865,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A140/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A140.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970678,"1d62cc97-28b6-4f46-9528-bb84acb9120c",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A140/Out_Fault:/alm:Out_Fault,SHP1A140.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970679,"8c841786-8fa7-428e-a34e-602343723c4a",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A140/Out_Fault:/alm:Out_Fault,SHP1A140.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970680,"6120a55f-c7a5-4830-8039-7e5f7026605b",prov:default:/tag:L2/TruckDock/Conveyors/IND1A080/IB_VFDFaulted:/alm:Out_VFDFault,IND1A080.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970681,"4c60391e-d6c4-412a-9179-42c3998b6fc1",prov:default:/tag:L2/TruckDock/Conveyors/IND1A080/IB_VFDFaulted:/alm:Out_VFDFault,IND1A080.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970682,"40ab01b2-f5d9-4916-8b99-5d02ee314139",prov:default:/tag:L2/TruckDock/Conveyors/IND1A080/Out_Fault:/alm:Out_Fault,IND1A080.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970683,"7735048b-0156-439f-af8a-f8e680b51753",prov:default:/tag:L2/TruckDock/Conveyors/IND1A080/Out_Fault:/alm:Out_Fault,IND1A080.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970684,"3b76e2d4-7a85-4eb6-ba8f-901414ea0b34",prov:default:/tag:L2/TruckDock/Conveyors/SHP2A110/IB_VFDFaulted:/alm:Out_VFDFault,SHP2A110.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970685,"03fd8f09-8c3a-4d31-83a3-698e825565f6",prov:default:/tag:L2/TruckDock/Conveyors/SHP2A110/IB_VFDFaulted:/alm:Out_VFDFault,SHP2A110.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970686,"65beb743-e2a9-4f4d-9c74-ca9ca059fff4",prov:default:/tag:L2/TruckDock/Conveyors/SHP2A110/Out_Fault:/alm:Out_Fault,SHP2A110.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970687,"3220c57f-9728-4799-9a50-c37227f16ad3",prov:default:/tag:L2/TruckDock/Conveyors/SHP2A110/Out_Fault:/alm:Out_Fault,SHP2A110.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970688,b8171a9e-5e37-433c-a506-feaf19735011,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A010/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A010.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970689,"257a8feb-8fab-4509-9b12-da3ec10776eb",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A010/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A010.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970690,ffbd5740-9974-4049-b60e-7cf3eed2a823,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A010/Out_Fault:/alm:Out_Fault,SHP3A010.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970691,"730d99bf-b72a-4ade-9879-633eacbde73a",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A010/Out_Fault:/alm:Out_Fault,SHP3A010.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970692,dc055f4c-87e1-4c25-9952-a1d3de9186d5,prov:default:/tag:L2/TruckDock/Conveyors/IND2A110/IB_VFDFaulted:/alm:Out_VFDFault,IND2A110.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970693,"57d82d80-243a-4a20-aa61-d8934f2c2881",prov:default:/tag:L2/TruckDock/Conveyors/IND2A110/IB_VFDFaulted:/alm:Out_VFDFault,IND2A110.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970694,"4309176f-62f6-4787-9cba-571c7d9c6320",prov:default:/tag:L2/TruckDock/Conveyors/IND2A110/Out_Fault:/alm:Out_Fault,IND2A110.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970695,"475196ae-cddb-4fe6-ba3a-c161f3e0f061",prov:default:/tag:L2/TruckDock/Conveyors/IND2A110/Out_Fault:/alm:Out_Fault,IND2A110.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970696,"44a7efee-bea7-4b4b-aa18-2eed024447d9",prov:default:/tag:L2/TruckDock/Conveyors/IND3A142/IB_VFDFaulted:/alm:Out_VFDFault,IND3A142.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970697,"11a43fb3-9617-4949-a329-79090a3955eb",prov:default:/tag:L2/TruckDock/Conveyors/IND3A142/IB_VFDFaulted:/alm:Out_VFDFault,IND3A142.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970698,ac0a5686-aede-4473-9b23-f405f666842e,prov:default:/tag:L2/TruckDock/Conveyors/IND3A142/Out_Fault:/alm:Out_Fault,IND3A142.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970699,"905573ae-c656-47c0-9322-2a71a1001e1b",prov:default:/tag:L2/TruckDock/Conveyors/IND3A142/Out_Fault:/alm:Out_Fault,IND3A142.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970700,"6bb23e84-f5d2-4483-bc07-561c4ad67c21",prov:default:/tag:L2/TruckDock/Conveyors/IND1A090/IB_VFDFaulted:/alm:Out_VFDFault,IND1A090.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970701,"2846cedd-e858-46d2-acb1-72a2114556fa",prov:default:/tag:L2/TruckDock/Conveyors/IND1A090/IB_VFDFaulted:/alm:Out_VFDFault,IND1A090.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970702,"6771c811-e144-46b9-a4ec-70e5a80f686e",prov:default:/tag:L2/TruckDock/Conveyors/IND1A090/Out_Fault:/alm:Out_Fault,IND1A090.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970703,e0eec7b6-bcf6-4b63-b7ed-83385e901dce,prov:default:/tag:L2/TruckDock/Conveyors/IND1A090/Out_Fault:/alm:Out_Fault,IND1A090.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970704,c578284a-6b27-4803-b57d-966153a049d3,prov:default:/tag:L2/TruckDock/Conveyors/IND3A102/IB_VFDFaulted:/alm:Out_VFDFault,IND3A102.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970705,b377208b-0ce9-491c-bb60-132d4cc1016e,prov:default:/tag:L2/TruckDock/Conveyors/IND3A102/IB_VFDFaulted:/alm:Out_VFDFault,IND3A102.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970706,d8ccb505-4953-407c-9f90-337e77e9e8be,prov:default:/tag:L2/TruckDock/Conveyors/IND3A102/Out_Fault:/alm:Out_Fault,IND3A102.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970707,"1fe32214-e793-4ecd-aee5-10573e662c15",prov:default:/tag:L2/TruckDock/Conveyors/IND3A102/Out_Fault:/alm:Out_Fault,IND3A102.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970708,dc67db05-d8c0-48e5-bda8-a889c85240f8,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A090/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A090.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970709,"31524498-f2a4-4c05-a8f3-d3e5fc4398ba",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A090/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A090.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970710,b8b46afb-afec-44d1-b556-d1d6d1372d22,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A090/Out_Fault:/alm:Out_Fault,SHP1A090.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970711,"2f40c059-fadc-4268-b9a8-e5e8a910fa79",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A090/Out_Fault:/alm:Out_Fault,SHP1A090.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970712,e2988569-10ad-465c-8cf8-3cd3300c113b,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A160/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A160.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970713,f72c5f12-2317-405e-a572-0a9f097ada20,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A160/IB_VFDFaulted:/alm:Out_VFDFault,SHP1A160.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970714,"1bf0a0fe-c409-4d94-8457-8b9aa625131a",prov:default:/tag:L2/TruckDock/Conveyors/SHP1A160/Out_Fault:/alm:Out_Fault,SHP1A160.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970715,f8ce4e51-c2fb-4839-b86b-7fd0f5afc54b,prov:default:/tag:L2/TruckDock/Conveyors/SHP1A160/Out_Fault:/alm:Out_Fault,SHP1A160.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970716,"380c9418-e29d-4298-bd6f-45ed97a40410",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A125/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A125.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970717,dc0ba872-853b-4d21-8854-a2856f2c1f59,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A125/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A125.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970718,"65a778de-0f68-4201-b58d-dda52abc6687",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A125/Out_Fault:/alm:Out_Fault,SHP3A125.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970719,a4411180-07da-4a86-a3da-ecb3402204b3,prov:default:/tag:L2/TruckDock/Conveyors/SHP3A125/Out_Fault:/alm:Out_Fault,SHP3A125.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970720,"3db1b70d-a25e-4331-b227-09ddfc5d4ef3",prov:default:/tag:L2/TruckDock/Conveyors/IND2A130/IB_VFDFaulted:/alm:Out_VFDFault,IND2A130.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970721,a1c80393-75fd-45dd-add6-13b9cdc2ed66,prov:default:/tag:L2/TruckDock/Conveyors/IND2A130/IB_VFDFaulted:/alm:Out_VFDFault,IND2A130.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970722,"85ea32b6-c54b-4251-b227-84699fab15ad",prov:default:/tag:L2/TruckDock/Conveyors/IND2A130/Out_Fault:/alm:Out_Fault,IND2A130.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970723,f43e6c01-9641-45fa-b1c0-fa07e8608292,prov:default:/tag:L2/TruckDock/Conveyors/IND2A130/Out_Fault:/alm:Out_Fault,IND2A130.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970724,"065f692f-9694-45d4-81a2-b0ab99f7a346",prov:default:/tag:L2/TruckDock/Conveyors/IND3A030/IB_VFDFaulted:/alm:Out_VFDFault,IND3A030.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
5970725,f92a2553-0035-4e18-8d72-d6525a6c79cd,prov:default:/tag:L2/TruckDock/Conveyors/IND3A030/IB_VFDFaulted:/alm:Out_VFDFault,IND3A030.IB_VFDFaulted,3,0,0,2024-05-22 16:46:25.817
5970726,dce9cea8-c55e-41b8-80ab-08bdcaaee933,prov:default:/tag:L2/TruckDock/Conveyors/IND3A030/Out_Fault:/alm:Out_Fault,IND3A030.Out_Fault,4,2,20,2024-05-22 16:46:25.817
5970727,"267c7f37-2bca-4dc4-92f2-524dc37e9f2d",prov:default:/tag:L2/TruckDock/Conveyors/IND3A030/Out_Fault:/alm:Out_Fault,IND3A030.Out_Fault,4,0,0,2024-05-22 16:46:25.817
5970728,"29de5121-fb8b-42e8-928d-7cda40950f25",prov:default:/tag:L2/TruckDock/Conveyors/SHP3A120/IB_VFDFaulted:/alm:Out_VFDFault,SHP3A120.IB_VFDFaulted,3,2,20,2024-05-22 16:46:25.817
